10000 3333
3098 5987 1.7313607814928
1003 3098 9.10578927144218
7864 1003 9.74411932800077
1322 7864 1.97379004560108
2162 1322 5.24527304479601
2961 2162 4.44984986453864
9417 2961 4.31284188009638
5843 9417 8.76918822392415
6335 5843 5.44000627988662
5217 6335 1.80095234014221
5782 5217 2.68844544327916
8380 5782 3.20638643661827
101 8380 0.939954130168523
8586 101 2.69684289306117
7781 8586 6.9141241425481
4560 7781 6.04164870443046
2481 4560 8.23792622243939
4144 2481 6.57808221254971
7567 4144 0.326668551278964
3204 7567 6.2274927222126
4407 3204 6.82324242281492
3676 4407 6.53423752036719
6915 3676 5.53324711908456
6734 6915 8.41019510651424
3980 6734 4.40821767187668
1591 3980 7.2609682398188
1419 1591 4.41971416522673
6795 1419 4.44559383861023
4564 6795 0.916672652949835
7471 4564 3.81595695593393
5281 7471 7.08161875398641
8592 5281 3.91274112561891
4575 8592 1.74380867241705
4627 4575 8.56046545193852
5427 4627 5.4460418933979
9984 5427 5.6850380273676
4565 9984 9.20498825597473
1516 4565 1.53462373217753
5604 1516 7.79184262375363
4332 5604 3.76106032166124
6729 4332 6.0616660897379
9678 6729 6.43838806664395
786 9678 2.37784668728576
9267 786 5.76236320561069
4329 9267 6.5459180601
3976 4329 0.376432217270413
9736 3976 1.95296459543069
7087 9736 1.77313055567684
3688 7087 8.40071927125376
8353 3688 0.574064131139842
8887 8353 6.04917903508291
6346 8887 4.52661259408675
9379 6346 4.1113250442795
3063 9379 5.38258851077121
3844 3063 4.64779468024428
8303 3844 9.33587393427818
4048 8303 0.723812026707087
7388 4048 0.0663637966367858
5763 7388 5.06129660047517
6420 5763 3.6214521030286
7883 6420 5.43003966645767
5228 7883 0.100130222067101
8609 5228 3.68761658255348
1821 8609 1.4061047619251
9177 1821 8.44399542907166
9628 9177 6.0040137256998
9869 9628 5.67055980674805
2754 9869 7.72690197583135
6664 2754 5.60269026212904
6295 6664 4.10493863162873
1699 6295 8.43959744411247
1454 1699 1.55749800100782
6331 1454 0.595473935768318
5475 6331 7.03701013240948
1660 5475 9.60418386620571
7578 1660 3.53849519054169
275 7578 0.75884301321036
6185 275 6.27975573507758
2210 6185 5.74221028364573
3336 2210 6.58139073974244
2839 3336 0.969517330193348
6691 2839 6.58194295533566
5963 6691 6.24915975490236
1846 5963 3.24167511915963
9739 1846 7.32676398722514
417 9739 8.73001867006582
9325 417 5.6039816317357
6848 9325 3.64922916787894
9181 6848 6.03565098355926
6993 9181 2.79404366332347
604 6993 8.15965663268624
8895 604 1.73924494475276
68 8895 3.18611574680073
4021 68 8.72032402596876
9908 4021 1.88087686102303
404 9908 5.5444735602217
1336 404 7.96843693704812
6342 1336 4.93876919409207
7271 6342 1.32821820855607
9551 7271 9.38968133638301
8145 9551 5.27390102947788
6052 8145 8.51433453638965
2259 6052 5.62763571171924
878 2259 1.97177376796251
5235 878 3.60015830427738
8343 5235 2.29573452564569
3095 8343 4.16606555132997
8708 3095 4.51412488184591
5083 8708 0.713965997832808
5359 5083 5.50094065447713
5759 5359 1.31837051243192
7976 5759 7.45122771782608
8671 7976 2.61971949407819
2673 8671 4.22780638049733
3919 2673 1.63781884562692
5934 3919 2.42985977822233
9658 5934 1.0403755599118
771 9658 7.48948951105508
8633 771 8.63173959630242
7329 8633 8.80553541902803
8531 7329 0.83807475358622
6939 8531 2.54817056270486
2730 6939 3.49595059316069
5126 2730 0.268095280242768
1922 5126 1.58497325997825
1365 1922 0.556893755565007
8548 1365 4.99600841245606
8603 8548 7.7478609780454
3688 8603 6.84049753164498
4903 3688 9.81818542771965
9240 4903 8.06028275934633
769 9240 9.33386140646409
8586 769 0.59943823957223
4989 8586 9.32943277982094
3295 4989 6.58931083276482
7412 3295 6.5782151211997
6406 7412 2.84600316252163
461 6406 9.70883398504771
9082 461 5.48784036521905
832 9082 9.26583140325878
4291 832 5.18215176888258
5685 4291 2.0820588245768
1245 5685 7.99042315392253
2328 1245 7.49617072505234
7623 2328 3.09423736993534
9310 7623 8.05858713372334
3606 9310 6.97837402466572
8834 3606 0.75388346661672
5355 8834 3.58018584843148
3202 5355 5.53802046890628
3851 3202 3.17536329483257
771 3851 8.53772385461273
3938 771 5.58014309139804
2712 3938 5.76049053059524
3747 2712 8.86086392696878
129 3747 6.07221422175943
5104 129 5.93672638107147
236 5104 6.75161600239523
4875 236 3.05512768930807
69 4875 1.6441128093587
6688 69 5.45671812286781
264 6688 7.11128759142515
3939 264 3.00631776466272
9940 3939 9.18581646056683
2389 9940 8.05424341429511
5581 2389 1.95688918014657
3612 5581 7.2498783740846
2479 3612 0.870407677069558
5928 2479 0.926176083714658
1088 5928 9.75539112479897
4560 1088 7.51217510670298
3194 4560 9.68813363681651
7384 3194 5.24372095285695
3847 7384 4.76507986059762
1800 3847 0.294892772145339
5462 1800 1.24168289547161
4698 5462 4.93982320199887
5368 4698 4.85651609885043
3877 5368 4.10363071694743
8679 3877 7.32770361923546
1275 8679 5.83025884170819
4911 1275 8.59364202615001
6465 4911 4.97358867135883
992 6465 1.26458532169611
1415 992 8.5269634200618
631 1415 8.62978604079718
2968 631 1.19718931795031
2575 2968 6.38160420236435
8940 2575 6.38535921924369
8759 8940 0.709641686612095
3421 8759 7.97293689842913
194 3421 4.60211030954984
734 194 4.0731443204292
9696 734 8.86712556928945
9607 9696 4.07176430006867
8902 9607 1.6335128752343
6215 8902 3.25621004086155
3894 6215 7.77034716545376
8649 3894 5.55657418815851
2099 8649 8.91939829459805
5743 2099 9.36805637202706
9701 5743 2.58875155957117
9571 9701 6.09263287588131
6902 9571 0.214193347856089
5851 6902 7.46227817283522
9966 5851 5.24382426887389
7287 9966 9.45092874802267
7804 7287 2.40836438706001
6842 7804 5.74339799670991
4130 6842 3.45357544145362
6363 4130 7.43356017992024
7926 6363 6.06222133552198
8774 7926 2.52952455649801
7789 8774 5.59234883768017
2452 7789 5.6396710180584
3832 2452 0.998973472517015
5148 3832 6.12101895610163
2238 5148 0.0613291301015195
2823 2238 0.242404813714607
6832 2823 6.26276210091991
9724 6832 7.33255394274021
2413 9724 2.60144918198154
8622 2413 1.26180212606382
965 8622 1.76497332043287
783 965 1.2916545587488
2805 783 8.77922708963172
587 2805 1.69551833614715
5462 587 1.0222122540603
8910 5462 8.51501169681864
7413 8910 1.73739089869304
6815 7413 7.30869253811104
7364 6815 0.5318982004869
8902 7364 5.24456318758649
1628 8902 7.22597702952431
5904 1628 8.88625119912316
8216 5904 1.53651831001529
3746 8216 9.55854017347871
1050 3746 8.9159165718532
1266 1050 7.31538340437137
7240 1266 4.19515550671949
8805 7240 2.8683796477166
4652 8805 7.04595173384622
2751 4652 1.99287762855189
2274 2751 2.51098450447049
7299 2274 6.07060716238902
7491 7299 2.5650528557539
9860 7491 4.74146310025301
8880 9860 0.756007889490071
3986 8880 5.84349683449869
1178 3986 7.10633452328739
6751 1178 4.67125195064053
7499 6751 8.58938236708926
2529 7499 9.36151890388839
8724 2529 6.3647974408828
3027 8724 4.23683146285125
8316 3027 2.58326339524761
3471 8316 5.04628822195325
4040 3471 0.750050850009423
5851 4040 3.11750886350065
3564 5851 6.45017455268945
3943 3564 2.88093017504547
5357 3943 2.5464984026782
8324 5357 4.48766422271117
7420 8324 0.908486114113636
7304 7420 0.2854836714776
6180 7304 3.23729852530665
6252 6180 7.74612015406714
4340 6252 6.82766543023266
739 4340 8.58416394603079
6941 739 8.13473843309641
453 6941 2.83789013090281
7717 453 2.06253983527777
1513 7717 0.691011060874125
5525 1513 8.00848908007982
4556 5525 3.92862036032962
2081 4556 3.21589092962601
8071 2081 2.79865310680133
5009 8071 9.01453645499164
8907 5009 4.38149328140891
3706 8907 8.46127721020569
438 3706 1.57561623369116
2587 438 2.90141275812221
9609 2587 0.738313878876475
6457 9609 6.51306014633636
5513 6457 3.6608167640976
4463 5513 9.20667911930838
8011 4463 0.720953128825066
1984 8011 9.84818692365966
6734 1984 6.08957376887627
7698 6734 9.95543964221827
26 7698 9.1462760177512
5957 26 7.36436120381715
4331 5957 4.69368360875318
1509 4331 5.23399468508632
6540 1509 6.08713470137243
4942 6540 2.80181137253155
1941 4942 2.48880107074211
7288 1941 4.93556941305474
5859 7288 3.6139604946214
1712 5859 0.460943873747546
7674 1712 1.59557485331685
8765 7674 7.96138178227768
6685 8765 1.01594150922292
347 6685 9.01574735248833
2940 347 0.33668827924469
1134 2940 5.2091422409443
5396 1134 3.52772588026024
6276 5396 7.5528914540843
265 6276 1.81015923998711
744 265 6.7924055573771
4560 744 6.27704364813692
587 4560 5.35904225243005
2166 587 1.45995650057426
4979 2166 7.10802331036167
565 4979 3.42059348734036
2403 565 8.43399440492593
6722 2403 8.94819261885925
5344 6722 3.60527370186407
6989 5344 2.24999359841345
7860 6989 1.22479825676042
1922 7860 3.97885685805857
5443 1922 6.40907347729229
6918 5443 3.42654920454034
9357 6918 1.65613824218955
78 9357 6.63125459648494
9532 78 6.31100486345776
1807 9532 1.44304221915288
4114 1807 1.17479705546973
5643 4114 0.232022863378738
6642 5643 8.06571855939342
6668 6642 3.91270177596365
6798 6668 9.23111818910005
4628 6798 8.82779475474432
9874 4628 4.41660194018443
1386 9874 4.34996743783213
7015 1386 3.38795756203044
1471 7015 1.91628860809754
421 1471 3.8234297589678
5771 421 0.734610025870062
8778 5771 2.07769308549192
9694 8778 6.25180094003053
1080 9694 1.4760427572573
1626 1080 1.34022813519234
5734 1626 6.92043913910513
5982 5734 8.26178527550024
4623 5982 8.85192771874973
8503 4623 0.0600915287196457
2891 8503 5.47169105492348
3403 2891 0.894402122746776
8220 3403 1.81190062676894
1130 8220 5.7777557254391
2843 1130 3.28520283206704
8426 2843 5.56262847274791
6307 8426 1.02692271050376
5537 6307 4.20682522452918
2115 5537 6.25697942960361
8100 2115 3.25871832711595
795 8100 1.39040729019616
7792 795 6.06369593175511
1108 7792 0.358843110333034
8324 1108 8.88350888334326
9316 8324 8.99420345643581
3978 9316 2.43906047954109
9380 3978 6.07511143313108
1468 9380 9.36827013130266
9297 1468 5.23277074371737
2522 9297 6.79841325712541
6476 2522 9.12350261650918
1777 6476 9.26249873990894
8137 1777 7.64888708341676
335 8137 3.16874509220494
7412 335 7.37146212104623
9985 7412 7.1192602378478
7450 9985 6.2455604463425
2341 7450 1.75807065047504
1025 2341 6.25168242334869
4334 1025 2.23038661727838
2436 4334 2.16264271001865
9920 2436 6.50638474447131
8878 9920 1.43566607919528
3805 8878 4.04703961441566
5783 3805 2.85297241085534
7569 5783 3.88109686811926
2196 7569 8.04176029852247
789 2196 5.96685304589908
9204 789 4.19170116636327
8626 9204 8.60694639839831
4382 8626 0.234169379907065
4660 4382 1.07707070485343
4694 4660 5.31378667756844
322 4694 9.95985403052625
7064 322 3.7120294772021
4722 7064 9.91379944554847
1912 4722 6.39846334678328
5586 1912 1.75611813807048
8348 5586 6.2927082959823
902 8348 9.33070021056334
7686 902 3.10582967089051
4071 7686 0.232817874392275
2961 4071 8.56107044245537
3180 2961 7.16614287936221
8611 3180 3.9195196952959
7675 8611 6.64223795683025
5325 7675 7.38652727249534
6269 5325 9.55605394218718
7918 6269 8.26075393870628
6458 7918 5.57258320002941
8229 6458 0.00226821345425066
4312 8229 6.46038912817499
3363 4312 3.91289332388897
9331 3363 5.75920398982188
1761 9331 5.29614865640841
1486 1761 6.2543662416034
3758 1486 2.0319477745689
116 3758 7.46500701406571
9397 116 1.98028764149544
8330 9397 2.0812965851739
7939 8330 6.81731926361966
3682 7939 9.38567869184791
779 3682 0.386506683998427
298 779 1.07205647423665
1475 298 4.7783872227048
8722 1475 8.47480186745795
3564 8722 5.77731921383336
4646 3564 2.50694347086419
3191 4646 5.45637234852553
3446 3191 8.08589946053811
9990 3446 6.26725822609618
4043 9990 2.5288650916799
5764 4043 1.4472429658311
7985 5764 3.39289188881676
7283 7985 7.71690786532563
527 7283 1.11251086834766
2004 527 0.620256232348204
2580 2004 8.17740820483092
4899 2580 1.29208279113815
1357 4899 1.65236176462894
1243 1357 7.53805459578547
3831 1243 3.76084401304436
5738 3831 6.77317729789113
9130 5738 4.75309407891341
8263 9130 4.25806603806951
2163 8263 9.11101235876739
2919 2163 6.15478428603073
2126 2919 5.58913808612953
601 2126 2.93128476696854
2477 601 0.967686905284744
8493 2477 7.59326230778047
7262 8493 8.54585479794121
8721 7262 3.91333714026008
6485 8721 4.20828984059764
5556 6485 9.34000703482699
7266 5556 3.7629973451369
7553 7266 3.46406573259873
9649 7553 5.61443008018639
614 9649 6.94076162065901
5718 614 7.67182661111729
7206 5718 4.5356925802405
7814 7206 8.70195045719978
8786 7814 4.68637855521596
8459 8786 3.65045387038787
5270 8459 2.63595076377971
8648 5270 3.34159571647742
436 8648 4.06802373450237
7552 436 9.51768631096268
3070 7552 6.30140161405496
824 3070 1.52436625381139
4171 824 7.81989159282436
4422 4171 5.74385444458539
3453 4422 8.32748295138021
9507 3453 9.81507566685334
7791 9507 8.02507827030443
2130 7791 1.97780353367403
8293 2130 9.57566189325735
162 8293 9.78958330907343
5753 162 0.715337913330849
2824 5753 9.77243428889562
9699 2824 1.91439389072645
3959 9699 0.0656261631771926
8954 3959 7.41302533059784
5311 8954 6.23688121627691
164 5311 0.649417778509935
7119 164 7.41412747538671
265 7119 6.14360635239283
9456 265 6.7516201177575
3339 9456 9.660244749107
3436 3339 9.87731271699229
7122 3436 0.589695365787044
8620 7122 4.85349937409165
8940 8620 4.38352728599444
3897 8940 1.82191656458084
696 3897 6.26265762338566
8736 696 3.93089276400485
2412 8736 8.77032221609017
9844 2412 9.42021771534737
9705 9844 6.83539204829376
2753 9705 8.46487469851166
2415 2753 2.39309016663572
6437 2415 5.17859147889563
5748 6437 2.10998838295442
2181 5748 2.21052187430086
6922 2181 2.9896018366539
1314 6922 1.82272321193434
6209 1314 1.48653065451501
3271 6209 6.93314847509424
1796 3271 7.90474961813789
9289 1796 9.1005787872751
230 9289 3.2543970543782
3914 230 8.09748517488526
4063 3914 5.12759122712811
7687 4063 1.87868141353842
3025 7687 0.544984454593624
8836 3025 3.2535153219639
5806 8836 0.919780129832937
8503 5806 4.28419724697388
3922 8503 9.36486390874681
4831 3922 4.77088480763381
3561 4831 6.39286567394965
2927 3561 2.58478536180089
3877 2927 2.77095161000123
4837 3877 1.04450524852819
2440 4837 9.81577396034186
1010 2440 9.00012077047617
8952 1010 7.95435790395008
9530 8952 9.32717323643043
3807 9530 4.9201086152296
4218 3807 9.70345231029423
7260 4218 9.76715507893378
7753 7260 8.94073153450602
261 7753 8.01973874804833
1480 261 2.89851033772717
8221 1480 5.05638278147959
2581 8221 5.77550122385173
1937 2581 8.37246950513322
9946 1937 7.04653229690987
4619 9946 7.06218802951955
8123 4619 7.70841692926847
3680 8123 6.88541875438478
122 3680 5.07012735367706
9920 122 8.09207492104296
3263 9920 5.85350037816408
3530 3263 8.00205156107229
1317 3530 7.67515441155833
5582 1317 1.70081726083968
2447 5582 8.40401067149212
9116 2447 8.40765223993106
7411 9116 7.80874095113742
5673 7411 2.68566545299056
363 5673 2.23381277063321
84 363 4.05134189371001
4814 84 8.71102325918198
9025 4814 4.34905713176111
6899 9025 2.39620882912487
1450 6899 3.90657747332558
4221 1450 0.0201417389501657
2349 4221 7.6861191285548
1125 2349 1.19168012314628
4932 1125 4.8783965197784
5239 4932 9.95447811808017
1270 5239 6.42182649758215
8178 1270 6.57169045966423
2699 8178 7.31449987298891
8324 2699 6.72307449546903
84 8324 5.1527624479019
972 84 4.30390506614639
770 972 4.68859275770814
1552 770 9.00462729354697
5182 1552 5.24100115449048
9363 5182 9.54488209074821
7310 9363 4.19823278165996
755 7310 3.58740230735346
1541 755 4.56271354599611
3086 1541 1.24949696687974
4455 3086 7.255761506071
247 4455 8.07687016682134
6483 247 2.73167429183363
1124 6483 7.19206302105857
1000 1124 0.149724373744569
8002 1000 7.95481465367512
9961 8002 2.9979263362765
9455 9961 8.28231482795513
7232 9455 5.51551190483469
3476 7232 0.21311943934986
6051 3476 5.66443745220202
1130 6051 8.33012394153666
2548 1130 4.67778319547666
8501 2548 0.287391935336778
6037 8501 5.5696614121462
7488 6037 9.44601975621605
1071 7488 9.41356087943024
1663 1071 5.08003607236187
9498 1663 7.95149449932442
7019 9498 3.86029137691178
454 7019 9.23371483789186
4420 454 2.48933894980379
6148 4420 2.83819620627416
8796 6148 0.101649501925287
4257 8796 6.89188006763192
2826 4257 7.05058942175722
7824 2826 8.00442109377602
770 7824 5.19713044754194
8885 770 0.503682242613657
2202 8885 2.04719981114803
6998 2202 4.48558690770941
9245 6998 4.83812756826193
1913 9245 5.39547262924959
3331 1913 0.764255068306419
5426 3331 6.66138217649891
4836 5426 0.303138451567229
9815 4836 2.600602140452
7841 9815 3.43386681540434
4195 7841 0.999294636807839
1883 4195 4.336019391131
9616 1883 3.78259243863358
7316 9616 1.86116284316338
4255 7316 3.69161996013506
2885 4255 8.14924176737559
778 2885 4.28839012281447
5378 778 0.721695751239473
4810 5378 7.62448837797141
6832 4810 8.25484808928547
764 6832 7.0212181599921
4496 764 3.08550754869056
5410 4496 3.38502492817188
503 5410 4.92150857638119
143 503 9.87136684592986
9580 143 7.85004015593355
6456 9580 7.34283717019995
4767 6456 3.71428228476088
860 4767 8.55459470552109
8591 860 8.45353487459672
1964 8591 2.23460234190018
3716 1964 7.79438990611521
4329 3716 4.88163786788437
6293 4329 5.49251701667398
7921 6293 2.1356040554554
3063 7921 1.43950849362238
4393 3063 7.71865457634664
1092 4393 0.681415009387045
9295 1092 4.21964675518471
5663 9295 4.59080149362915
3879 5663 0.197259618470191
6429 3879 5.96931641716193
8908 6429 4.28885428483856
6217 8908 4.1411005870243
2450 6217 2.09413158627985
7601 2450 9.5683164471259
1730 7601 1.69743703704714
4300 1730 0.149358969210702
7790 4300 0.724004001846659
2086 7790 0.149867629531251
8899 2086 1.99859028257837
4663 8899 4.19969882258226
1749 4663 7.1761794683842
6455 1749 1.529992489512
6776 6455 2.41126440206163
6466 6776 2.71907886041202
8034 6466 7.27353413201389
5750 8034 2.79117415157994
7702 5750 6.03362586783366
8551 7702 0.225810946057656
8250 8551 8.24430786435546
1890 8250 2.97819294326612
742 1890 5.62260594856273
6161 742 6.20185791639056
8673 6161 2.77080370109889
6076 8673 5.25713018931409
2714 6076 6.71401223430738
5623 2714 4.56504786335483
998 5623 1.81544819671405
6435 998 2.74121351283124
2021 6435 2.87525620466599
7411 2021 6.5630432525624
6476 7411 6.42349248045424
6225 6476 7.06413108480429
433 6225 2.96282818767342
4764 433 6.31910638283056
4374 4764 6.56296192380996
9797 4374 1.22089538838534
844 9797 1.39922918210093
4537 844 3.23040581556807
2466 4537 1.98629045456915
3215 2466 0.198290189354644
2261 3215 7.68914714081578
9345 2261 6.95281152791619
9416 9345 6.08440367764008
3935 9416 6.48138752916648
6774 3935 0.662243437856525
5216 6774 8.80182966855084
6309 5216 8.75284308779317
9282 6309 2.64957468198414
7145 9282 6.25999336688043
6947 7145 8.05753092005215
7371 6947 8.40085178447811
6573 7371 9.96498414211057
7746 6573 5.07660264363924
4151 7746 2.88202959674759
7940 4151 6.40817022387228
8719 7940 0.108172833220657
6088 8719 7.31910001013947
4580 6088 3.34127373193507
1138 4580 9.57061866831697
7859 1138 7.03034985580157
6931 7859 8.36928416314354
7734 6931 8.36860953339208
3371 7734 7.37437111829752
6171 3371 7.26840521420737
6060 6171 7.71028135466796
989 6060 9.41578671107731
2779 989 1.30015363712364
7410 2779 0.00844508973411706
6216 7410 7.62304813713488
2521 6216 1.0077743059308
4066 2521 2.78242810346615
4859 4066 2.68549235112172
3372 4859 5.76323185083314
151 3372 2.45095977367907
7749 151 4.93495055190653
1469 7749 3.9714641188888
7594 1469 7.49637957634523
2906 7594 5.54000720255129
1818 2906 0.702921386655255
5716 1818 3.63049132490683
9027 5716 9.69956439959621
2572 9027 0.266853668812921
9016 2572 6.71327287859544
2386 9016 7.91009833361979
6244 2386 7.63007596218106
5806 6244 4.25602585902293
3530 5806 7.76846748080789
910 3530 9.88871381631551
1105 910 0.416900394626545
3467 1105 1.93366221292091
6734 3467 1.66550862273386
5169 6734 6.5144371948551
1602 5169 8.74829285524388
2752 1602 6.28332896585032
2818 2752 7.82069376813173
7722 2818 7.94693809626661
1709 7722 0.408824022228522
9453 1709 9.44992159462412
1630 9453 6.0419676469839
8321 1630 0.253819384609208
5193 8321 5.46186001166323
2192 5193 8.42364629573904
7852 2192 3.71456169651015
1272 7852 9.51472746151406
8518 1272 3.07851331908072
7825 8518 8.56927924984472
2776 7825 0.651933871443653
8689 2776 3.95094665180832
6539 8689 6.28168050724216
7402 6539 0.861604551373993
7345 7402 0.912851108725938
7051 7345 0.825167615628253
3486 7051 9.2038604877877
5039 3486 8.34613480724055
2899 5039 9.99678485677709
2554 2899 6.54557285342801
910 2554 3.85002536941531
7819 910 3.56492153351024
9104 7819 4.00361820449735
6752 9104 1.66033549529001
3722 6752 9.81189397024426
3500 3722 1.47046560395221
6908 3500 4.57999127015643
7693 6908 7.24308069094345
5217 7693 0.897536217019343
4170 5217 1.69644112937629
8070 4170 9.77343963532679
3364 8070 5.54681204189702
2091 3364 7.2203147788122
8244 2091 9.9621492716626
1784 8244 6.27680873401705
3626 1784 5.74325864209211
832 3626 9.93374840787599
244 832 0.858321621389955
3231 244 2.96925523216192
4012 3231 5.06655141848281
7584 4012 8.50395958530957
7631 7584 3.29509589296901
8514 7631 9.14647455762481
9794 8514 6.74459058794891
4634 9794 7.17894719418755
6655 4634 5.48868981618664
5362 6655 3.38162186586931
1520 5362 8.72841917194815
7973 1520 8.14400306781241
4643 7973 8.52150222806767
9227 4643 0.569721851456002
3878 9227 1.41937063531397
2053 3878 3.74516938574491
4447 2053 6.23107349396019
9971 4447 5.38219094052057
8173 9971 8.34571184060504
9825 8173 9.11771201526907
7886 9825 4.46654051175084
5185 7886 0.094423524389704
4990 5185 1.05495563441277
8415 4990 9.57416302094803
8898 8415 4.59692467811617
2385 8898 3.54822201949094
7647 2385 8.36497050703311
3378 7647 4.18656368992689
3907 3378 4.56379432071639
3814 3907 5.87217866371265
8971 3814 0.556467891908845
7377 8971 8.14011754563897
6372 7377 5.74154622523775
4383 6372 0.506945084370507
3597 4383 1.09140079624861
2346 3597 1.64054094757152
4919 2346 5.40175401118983
5420 4919 1.06865379793664
5509 5420 2.006260579229
7724 5509 2.42497699974738
9565 7724 2.67373423536394
4295 9565 5.63258392668775
5870 4295 4.25621181918583
1170 5870 2.25641661557862
8537 1170 0.551684226858917
2772 8537 5.13049154242839
9313 2772 0.975458336200994
2344 9313 5.17414871174854
9008 2344 7.71944878258051
4970 9008 5.72885317244573
7819 4970 9.87118656149104
4778 7819 6.72783962877819
8627 4778 1.74717597712071
9189 8627 7.29159912785196
68 9189 0.782885570003735
5649 68 8.94042000093382
1171 5649 9.5598254659232
